pattern	decision	modification	tinyIds	n_tinyIds	decided_at	run_id	notes
Type of muscle	remove		QJbnlsd6aL QyTliO6aI ZzTh_H2oBsM cwm59fyhCsX eyZdnA5fWpB mk0qgPVcjrR mkgTeouTpI qKw3PVYcum7	8	2026-03-09T22:33:40.545058	run_20260305_165403	
Type of pain	remove		4KW1nkN7h8F XkgKmeKa68 ZTPok4WVC7b ZwvoF96xXQt ethqESr_DYV uC9XhACJhs9	6	2026-03-09T22:33:40.555379	run_20260305_165403	
Type of surgical	remove		2G8E4CDOxSH 7H9a3jVyyQT 8LnWPzoftW FANKDN_HcS OsUOmfh7TNC QkV8OmpIUH Vbufd4W43 _3hgeHgObNu dOadMHcwUFx kfucaMM10xt ku3YsqA6aZy ri3UsT1FH0 s6g9eSt9R6F	13	2026-03-09T22:33:40.531250	run_20260305_165403	
Type of surgical procedure	remove		2G8E4CDOxSH 7H9a3jVyyQT OsUOmfh7TNC Vbufd4W43 _3hgeHgObNu dOadMHcwUFx ku3YsqA6aZy	7	2026-03-09T22:33:40.549278	run_20260305_165403	
Type of test	remove		EKvAyuK6 FbuQimXU0u Q1oacX9C5m QkZWUC79R97 X1waF4lBCf XkmFcsGjV ZmzdVcNbx acDSMkmOK	8	2026-03-09T22:33:40.545083	run_20260305_165403	
Type of the	remove		20XJcayt 4RsF1BJHn3N 71lUMooGoN 7JaSFiziE AUd1wuF6t DhfUG_1Umdw E76fv_J6K ENl7tMjRb HGyGooPl Kh8QUHaw Mi5wE2Vtc OzkN1i3iu Qk0Ogd5Cq7 QkIbtiMsN Qkp_jifiV RmC0nPnN UHjHgQQm3oP X1Qb__QxrCz XkXg9jGi4 _a7CgVDWf _k6YWO6Jd aEHw_Kgd9KW aWTyW2oP cep51uAuFCD gsZ_dxVjU h4zcszp2r hvcRJakhDWx jbexjkhZ3 m1kncofoV oviodTKK8 pDxxNtcbBh8 tWzQJqp9N9Q th2LDHuZ y3grWRHRa	34	2026-03-09T22:33:40.511801	run_20260305_165403	
Type of tissue tested in the	remove		7y4QlWV9oHR Q19mlZN9irR Q1yNg_EqjS0 QJDXlWEqsrR QJWNebV9iHR QJpQeWV5iBC QkxEx_EqsrA X1RmgbVqjH0 X1sXx_V9jH0 XkHmxbN9iS0 XyLQlWVcoSR mkKQlZNqoSA	12	2026-03-09T22:33:40.533055	run_20260305_165403	
Type of treatment	remove		0cotEknWONN 7X333cA7bjQ 7kZaJOc0cQ 7yLOKF6TL FKdaN3QaA8D HuJtlGJ_6y OmRUOMpBoE XP2VFprdsU XjRTOFeS4tD YK_KK0281 ps1orVykl	11	2026-03-09T22:33:40.535382	run_20260305_165403	
Type of ventricular	remove		F5qSxhXjUzJ KlW7ayvoyc NfngAvnmrxw OGDQqD9fhzn QmONgbo0N TdqWAA1VNYD hwoknaxxf oKDVm2HEgr2	8	2026-03-09T22:33:40.545093	run_20260305_165403	
Type(s) of	remove		0k3wA_vAWq6 3t8GXYunCH9 4Yp8sb9Kp3T 711QPYp6L Ba_q_QHwdh F3ShJpk27dT H2veZ2hWS HMg6VZYOX HXVHcdJ5uCr NET_eGSd9w PMRJfT8AaMq Q1RDOX9Rqm QkO_ucCqm QyQZT4SWDAD TL3Spc8g5 WNTAAhVDPZo X1Lev_d5R9Q X1_Dq_i6aU XJrUZ_cA9Q XyAz9MhLH1P _GNX_EXojYK b5aYTzOmo07 bJXFy1tTaOS et2Nn_RJ1fG hnKBA69RQU7 htuwC9ZOpjK j2eNYkAsuyQ m1Pgw_d5RqX meUvbrHNh3o mkGbfPFaaI pqFZTWqw1jF qe9V1AN1Qk9 tCbOXKIB97 xAOeNBzoz0P y56H485yp5D z_RYwFqRmn	36	2026-03-09T22:33:40.511049	run_20260305_165403	
Types of	remove		4HGrwR5t_RE 9ofVka8sPkM CPPztx30UO1 Q48ZzhBQfUY U3S62qz8fCQ XW2CGEobkrk YJ6aoBAdqur gHx9kmguk_ nZoBZAVUysn yGYxdZ5h_9E	10	2026-03-09T22:33:40.538135	run_20260305_165403	
UCLA Lone v3	remove		7Je9qonje 7kN_J99j3sg 7keg5qihog 7yVe9qohsg Q1TgJ9qo3sg Q1_e99i2je QJmZJ95i3ox QkOxyc5shoe QyAg1cconse QyGg9conix Qy_by59jhix X15xy5cs2oe XJ1bJq5ohsl XyfbJ95onol m12eJqconsx m1e_kq9onig mJBec9i3ol mJmx5cihig mJtxycqo2oe mkil1c5onig	20	2026-03-09T22:33:40.521846	run_20260305_165403	
Understanding directions picture	remove		7JOZw0XqCc7 7kZZv0mqC9m QJEbvCXcRc7 QygbvA79R9m Qyo_vRQ9Ccm X1wZvAQcA9m XJBbwAmc0c7 XJGZvRXq05Q	8	2026-03-09T22:33:40.545257	run_20260305_165403	
Unit of	remove		1X1XYD2e697 3DO9ttnND 5GFsGVKq8e 6_tUUtnBU0v 6cNamvYkkt 7nur6ABspn APvKGv_Zx AemZM2T3RFZ BWmOWaFtaxj Cp8ESDF_qj DvkepsTn0MD FIP0fwD73R GYNZ5jW9HZ HcjTupOnWYV MqUgKSU3sj Q10yojMj4 QHZV_BwjfVW QJIgPVcorC QJaFxzV5orC QJeGC5oMsN QJlyxwN9oSA QJxylo9ppL QUwtdVtCRK9 QkX9uFaTI QkpW_905Q U2UQM1f3S6h X1axPg_9A5m X1kJlv45iB0 XJW75uKT68 XJgz9OtTTL X_ClARoNH2 XdxdrlQDg Xy4vdoMjV XyMTWd5AcQ ZTnPAHHCgr cWJysz_PBfw ePRyi_vL43 gqq_AYYx2Tk gtO_JNraER9 i5Wfn85XNZ jtepJkbZoBg lbhNV9P4H3 m0D3Ce21_D m12tgMVciHC mAn2wuQtcaT mJRCPN5sSR mJZwtZj6aU mybklP4qiH0 myydqofjV oVJViuqnkP osjlx9M8C4 p8kJNMwDnOu q_o_HSQ3CM tBfoNinrW vtMlgyRg y2Lj_dNVmQ yTqqK13skx6 yq8pxmmaKX6 zZiCff2UqQ	59	2026-03-09T22:33:40.502322	run_20260305_165403	
Unit of Measure	remove		3DO9ttnND 6cNamvYkkt Cp8ESDF_qj QJeGC5oMsN X_ClARoNH2 i5Wfn85XNZ lbhNV9P4H3 oVJViuqnkP osjlx9M8C4	9	2026-03-09T22:33:40.541783	run_20260305_165403	
Unit of measure	remove		1X1XYD2e697 5GFsGVKq8e 6_tUUtnBU0v 7nur6ABspn APvKGv_Zx AemZM2T3RFZ BWmOWaFtaxj DvkepsTn0MD FIP0fwD73R GYNZ5jW9HZ HcjTupOnWYV Q10yojMj4 QHZV_BwjfVW QJIgPVcorC QJaFxzV5orC QJlyxwN9oSA QJxylo9ppL QUwtdVtCRK9 QkX9uFaTI QkpW_905Q U2UQM1f3S6h X1axPg_9A5m X1kJlv45iB0 XJW75uKT68 XJgz9OtTTL XdxdrlQDg Xy4vdoMjV XyMTWd5AcQ ZTnPAHHCgr cWJysz_PBfw gqq_AYYx2Tk gtO_JNraER9 jtepJkbZoBg m0D3Ce21_D m12tgMVciHC mAn2wuQtcaT mJRCPN5sSR mJZwtZj6aU mybklP4qiH0 myydqofjV oVJViuqnkP p8kJNMwDnOu tBfoNinrW vtMlgyRg y2Lj_dNVmQ yTqqK13skx6 yq8pxmmaKX6 zZiCff2UqQ	48	2026-03-09T22:33:40.506846	run_20260305_165403	
Unit of measure for	remove		1X1XYD2e697 6_tUUtnBU0v APvKGv_Zx AemZM2T3RFZ DvkepsTn0MD Q10yojMj4 QHZV_BwjfVW QJIgPVcorC QJaFxzV5orC QkX9uFaTI QkpW_905Q X1axPg_9A5m X1kJlv45iB0 XJW75uKT68 XJgz9OtTTL XdxdrlQDg XyMTWd5AcQ ZTnPAHHCgr gqq_AYYx2Tk m12tgMVciHC mAn2wuQtcaT tBfoNinrW yTqqK13skx6 yq8pxmmaKX6 zZiCff2UqQ	25	2026-03-09T22:33:40.517703	run_20260305_165403	
Unit of measure for the	remove		1X1XYD2e697 AemZM2T3RFZ DvkepsTn0MD QHZV_BwjfVW QJIgPVcorC QJaFxzV5orC X1axPg_9A5m X1kJlv45iB0 ZTnPAHHCgr gqq_AYYx2Tk m12tgMVciHC mAn2wuQtcaT yTqqK13skx6 yq8pxmmaKX6 zZiCff2UqQ	15	2026-03-09T22:33:40.527121	run_20260305_165403	
Unit of measure of the	remove		5GFsGVKq8e 7nur6ABspn GYNZ5jW9HZ gtO_JNraER9 jtepJkbZoBg m0D3Ce21_D y2Lj_dNVmQ	7	2026-03-09T22:33:40.549293	run_20260305_165403	
Unit of measure used	remove		BWmOWaFtaxj QJxylo9ppL QUwtdVtCRK9 U2UQM1f3S6h cWJysz_PBfw p8kJNMwDnOu	6	2026-03-09T22:33:40.555387	run_20260305_165403	
Units of	remove		APaQjanXTZp Rj3CmprX1qe X1XgjcaTU f8z2au9YhzN h91GPPjcSw0 uFKF2M5gS	6	2026-03-09T22:33:40.555393	run_20260305_165403	
Units used to measure	remove		6gpCRm2WKC3 QtQm5mckjt8 ZT4fyH_b1GC rACVQ5Ev1QE	4	2026-03-09T22:33:40.565919	run_20260305_165403	
Unremembered events	remove		AWrX3wvVrwt E1jERCq2mtd X1kJlv45iB0 Y2Hu7sK_cPt mJRCPN5sSR mViuD67zA2	6	2026-03-09T22:33:40.555402	run_20260305_165403	
Unruptured intracranial aneurysm	remove		7JMx6WdcR57 QJRa_u5C57 Qkip_u5Aq7 XJ1g6WO5CcQ XJZxT_Oq05m m12TbOcAcm mJxeT_OqC9X myT6W_cCcm	8	2026-03-09T22:33:40.545302	run_20260305_165403	
Upper extremity	remove		4NYW5spaW0 4jjpG5qBf7h 6HRTNCBA7sD 6yt6QeEjd Ay04HsRGqOp COG8o1YAJzG Hn1V1R4UZuc J59RPHRXfvj MOjBqxgwkGF OmEMh9FECOa QRbGUdn1XtC U9SEVBtw2rB W8uSTW8f_Q _XoewXOT0FB iURuV61DO kTDYgY7R6k2 m6A2FAHHO15 pyU9ByRuW9g rVR0zNCY2Yo rfcyu8ZAMxM wb_077OcZ0A znUb3_FZdQA zymmf9OupKc	23	2026-03-09T22:33:40.519310	run_20260305_165403	
Upper extremity -	remove		7JtuDcihol 7yUuwqshoe Q1d_w9i2se XkHOP5jnox XyMuD5shjl mkZ_Pqi2jx	6	2026-03-09T22:33:40.555410	run_20260305_165403	
Upper extremity surgery left	remove		4jjpG5qBf7h Hn1V1R4UZuc J59RPHRXfvj OmEMh9FECOa U9SEVBtw2rB W8uSTW8f_Q iURuV61DO rfcyu8ZAMxM	8	2026-03-09T22:33:40.545313	run_20260305_165403	
Upper extremity surgery right	remove		4NYW5spaW0 6HRTNCBA7sD 6yt6QeEjd COG8o1YAJzG QRbGUdn1XtC m6A2FAHHO15 pyU9ByRuW9g rVR0zNCY2Yo znUb3_FZdQA zymmf9OupKc	10	2026-03-09T22:33:40.538181	run_20260305_165403	
Upper intestinal tract etiologies	remove		GT89pTaJe UXq6O9gm_V cpk2dMlUKz gJvqIDgy8e k56PCWq4PX vsCGnkE7va	6	2026-03-09T22:33:40.555425	run_20260305_165403	
Urgent care clinic use	remove		7kYFrm5jSA Q13Fr7qirC mJCMl_EcsSC mJqYS79iHR mkaKrQciH0 myoFrm9sHA	6	2026-03-09T22:33:40.555433	run_20260305_165403	
Urinary tract	remove		26tghqDHw4W 9hOoc85w4N2 Qk8YlIgSAf RHP_wbp3Fp3 _dhe4HY7_Tb eemgcsJRJGJ oc96gZfWOoT sbO8QBjMOnt svystv4fsym uj308FQBsgR wRak83NqkYs	11	2026-03-09T22:33:40.535404	run_20260305_165403	
Use of	remove		6yx57dCpVmy 9U5VvNRMazh M8NhVWRZxeM XZCkVJVczMq kRYzVSBtSKQ sMV5z6usPO	6	2026-03-09T22:33:40.555448	run_20260305_165403	
Used by the	remove		4gXRCjonaq8 BFTXK85Q2tK KN54wRw0wS3 e69cenWardU	4	2026-03-09T22:33:40.565928	run_20260305_165403	
Value (in millimeters) of	remove		7J4nqizjV 7J_HH9sMiN my_S5iMi4 myzh5sMoN	4	2026-03-09T22:33:40.565950	run_20260305_165403	
Value describing the results	remove		7ybH_OKp6L 8JYlBhuVB QDj8s_vEh QJ4__F6pU QyZ1udt6aI XJlvvuY66U XyZLO_FT6L XygWOuYpTU bJzI_5rM2 lhn8Y2O_Y mJAwutpTU mk_ND_K6pI mkowOt66U tOC_r10bJ	14	2026-03-09T22:33:40.529269	run_20260305_165403	
Value for the	remove		GqFY70ZPw6_ JoAxkE2gMTn Jxo5jWSdf21 cD_fBbpY8yx pFWCkYwvyM7	5	2026-03-09T22:33:40.560997	run_20260305_165403	
Value of	remove		0pAMTbP7 2VWp3iNQ 3_2WTlHMJ 4PYsekojZ 6_B2dcf1nM 6cq8S1eDGyy 718xwCm9Ccm 71CJqjGoE 71GQqut6TI 71K_IdmcAcQ 71gpbO5R5m 71gzl5sziE 71sHusGs4 71uJFjzsV 71xUVutTT8 7JKQcoGiE 7JMz8_QcCqX 7JOZw0XqCc7 7JPbdAQ9R9m 7JQy_jGsV 7JT_8LlBAz 7JXXOjziE 7JYp_ifjV 7JfUEuF6aI 7Jg_4_taaI 7JkGdozjE 7JoZIdmcC9m 7JqZvRQcC5Q 7ctqdMwE 7jaYjQrghAX 7k0fFoGsN 7k4x5izi4 7kBpdiGi4 7kE__sfi4 7kWw5jGsV 7lY6kb3Tc 7t2grb0nqwB 7y2ZusMjN 7y6ftsMoN 7y7k5jGjN 7y9gvCX9Cc7 7yD1KoziN 7yMHcdK6pI 7yYWwAQ5057 7yanYoziN 7ybvE_Y6p8 7yfMdozsV 7ygeFAXc09m 7yoZdozjN 7yxS9dFpaL 7yxlQocT68 7yxoEutTpI 7yyl5izjN 8ka_1bRcrA 8p_PyjAo4CW 9X30w0EM A6HdJVcc4 ALVfFLb1q AZ6STBJf AwBKbHwAHu7 Axqkhd8BeQb B6ocA_98PHN BW9NnDbeC CfQ6DkdVe DwAqt131Zhy ExjeRT2y F1VNJDBPG F2p8ny34UFE FRIpXMfup GI3KNJpnu H0MEa21LX HFv7ae5_J Hba8jTaC2A6 Hcpp575S7D_ HhDJAx4syx IZMb3DI6h Ic8M5QryI IeV6CAKH JAn1RuTPyDP JRWmTHX9zfQ LpxZDi95 MNyafCcb8u2 MYPB1t7xwNe MazEPfvcfKy MhHj0GiQDp N1pzW5EKr21 N9n19PsNzsY OJSk36Nbx OgRo317_vf2 PJM6VWp09 PatHFpE8m_W Pu_ud78J7RC Q1DugB7coS0 Q1OGYiGsV Q1UCwjGs4 Q1ZSFifoV Q1_lKgOcAq7 Q1bxtC7c057 Q1dbL_mqRq7 Q1iGsofsV Q1mlFR7c057 Q1nSdiMsN Q1wkijGoE Q1zwtjzo4 QJ4lKRX9R9Q QJESwX5jSA QJFndsGoE QJO_kxm90q7 QJP0tiGjE QJ_1diGiV QJ_s4_KapI QJfYcsGsE QJfxYRmqA9m QJgUtifoV QJqGKsMiV QJxKVdKTTL QZuBQzWy0k7 QhQb8l9C_ Qk6WtoGoE QkCghWdqAq7 QkKNOFppU QkKewC7qCcQ QkNRDofsE QkRFlO9057 QkqEKoziN QkvCPiGjV Qkx4JtKa6U Qy8aujziE Qy9VOYp6U QyEQdjfo4 Qya8FofjN QydlwAQ909Q QyefOifiN Qyo_vRQ9Ccm QyqessGiV QyvNuYapI QyzeHWOcAq7 RETBi_2r RVT84yMe93 RkXI54_XG SHJUYBCBRPw SOabw9Z7Ano SPHSOcYoSVV SQ5GH9d31rZ SjoMhxVa3 SpftqMbQe Svy4C5AgTbh Swab4__yC8u UBq0QEsuQUr UabYlH_sa VXQZwhpbnCn WCWA8H_Aq2d X12yscpaU X1BPKoMoV X1Mx_lu5A9m X1bKVdYppL X1cmcifs4 X1kPYifoN X1nttjfj4 XGkGU3Aq3Jq XJ0NFiziN XJ8xVZdc05m XJOTdifsE XJTEtsMjV XJ_LVdtp6U XJ_pOjMo4 XJpA__TaL XJtW_jGi4 XTz23WYbEB Xk0pFjfj4 Xk8EdFpTL XkKCwifi4 XkM1X_5AqX XkMl9ifjN XkNbKozo4 XkShtsfsE XkZd1s5pTL XkbcEdKaaL Xkedv9oziN Xklg_xO9Aqm Xkred075R9X XksGtofs4 XktttifoN XkyxFlOcAq7 XkzARDYapI XvmuW3hUUBj Xy1z8_Q509X XyGD4OFaa8 XyGK4dF6T8 XyUl_0mqA9X XybY5oziE Xyh1dsMoE XyhRDjfi4 XylF5ozjV XyoKtszoE XypdlS75irC XyqbL_XqC5X XyuxOCXc0q7 XyxeWL8lB0f Xyz9NOYTp8 YP4DTctDoD Zg__ukXGJ _0D4jdwYc3p _46EoisyJ _TVHyO2fQF0 _ZQOxmW96dE aDfQ6T7Aw23 c5FJ5VabCXE cTtxteWh2 cYSfUxmquv7 d1ZT4ebJgdC dK_OIXNWX dW71n5Pg25 dwkg5_vFoF fGJ_jOqq69 fL1ApIgZY fpT3P7RY428 fuYrMK0oP gIvmwr46C gRtaHKSVY hExAuwHpOdK hP1pKN5sD3Z hyyYkhda jN3SNoyHH jXfA1kSck9t jpHgfMDPdQS k0YaNP5VS kNUZxW9ZPu lYuQF4QP m118OiGsV m1Dx_Am90qm m1Grbd5Acm m1NpFsfo4 m1Obd0Q9C5Q m1WTbdc09m m1_dVdt6aI m1_wKiMs4 m1a1cozsN m1eR3vK6pL m1eh5szjV m1g54uYa6L m1jTKjMoN m1xHtoGj4 m1xwNOK6pI m6THqmP3OVS m8I5ZF_vX4 mJ3e6lOqA9m mJRZUUlS0f mJbhAbuapU mJleHb_9C5m mJnU9sfjN mJoN_YpT8 mZAQHLd1 mgYCiosA mgtPN2Y5S mk0_OozjE mk39Fozj4 mkEJFifjN mkH1KFT68 mkL1FiGoV mkO9_9pa8 mkTxhZ_5RqQ mkW36YF6p8 mkZNkqK66L mkblOld9AcX mkclal_cR9Q mkjlpgO5C9m mklvm5iMs4 mkpFdsMoE mksEtofsV mkwlvAmq0cm my1eSbdqC57 my4xu0m505m myAHZd50q7 myBksszjN myWPJjcTaI myZ19CO66U my_N_t66I mydm9sGjE myzlKld9A97 n5QkSxw0mUZ nLtFZ4P7_S osvJmrhjFCD oxrcIYsii oycxdgyGSQQ p9aOC8uoP pCGqyDf82Np pdAmJQVB2HM q0wAq7gE2XJ qKB0WwkmdUf qZ3QTZ2AAEY s3fjU6kwQZg s8b3RtSjY tIzvfFjr tSgYuWhQ tqOj6COADVf uaJbFe7AXEE v2qRXOAwMdZ vDSt4jw2MUp vrnq4yQ6mru wAVpnv5gX1W wf34EvAmMaz x2e2yWSXg xBFfdq1RCug xJgINHdQr xb4jWf5HXSc y2x4ltGIY yJ65tPQK2 ySk2y1ffAS4 z0vH2gFU_N	310	2026-03-09T22:33:40.485995	run_20260305_165403	
Value of diameter of	remove		7y2ZusMjN A6HdJVcc4 Q1OGYiGsV QJ_1diGiV QhQb8l9C_ XJtW_jGi4	6	2026-03-09T22:33:40.555468	run_20260305_165403	
Value of duration	remove		HFv7ae5_J Q1iGsofsV QJfYcsGsE XybY5oziE Xyh1dsMoE XylF5ozjV mgtPN2Y5S	7	2026-03-09T22:33:40.549327	run_20260305_165403	
Value of height	remove		AZ6STBJf IeV6CAKH cTtxteWh2 m118OiGsV m1_wKiMs4 y2x4ltGIY	6	2026-03-09T22:33:40.555474	run_20260305_165403	
Value of length	remove		71sHusGs4 X1kPYifoN XJ_pOjMo4 gRtaHKSVY mkEJFifjN	5	2026-03-09T22:33:40.561007	run_20260305_165403	
Value of level of	remove		7JXXOjziE 7JYp_ifjV QJP0tiGjE SjoMhxVa3 gIvmwr46C	5	2026-03-09T22:33:40.561012	run_20260305_165403	
Value of measurement of	remove		9X30w0EM ExjeRT2y GI3KNJpnu LpxZDi95 Qk6WtoGoE hyyYkhda myBksszjN tIzvfFjr x2e2yWSXg yJ65tPQK2	10	2026-03-09T22:33:40.538454	run_20260305_165403	
Value of percent	remove		71xUVutTT8 7JfUEuF6aI Q1ZSFifoV QkqEKoziN QyvNuYapI XJ0NFiziN XJTEtsMjV XJ_LVdtp6U Xk8EdFpTL m1NpFsfo4 m1xHtoGj4 mkpFdsMoE mksEtofsV	13	2026-03-09T22:33:40.531256	run_20260305_165403	
Value of target box	remove		71gzl5sziE 7JkGdozjE QyefOifiN XkMl9ifjN mk0_OozjE	5	2026-03-09T22:33:40.561016	run_20260305_165403	
Value of the	remove		2VWp3iNQ 4PYsekojZ 6_B2dcf1nM 718xwCm9Ccm 71CJqjGoE 71K_IdmcAcQ 71uJFjzsV 7JKQcoGiE 7JMz8_QcCqX 7JOZw0XqCc7 7JoZIdmcC9m 7JqZvRQcC5Q 7ctqdMwE 7k4x5izi4 7t2grb0nqwB 7y7k5jGjN 7y9gvCX9Cc7 7yYWwAQ5057 7yanYoziN 7yfMdozsV 7ygeFAXc09m 7yyl5izjN 8ka_1bRcrA 8p_PyjAo4CW Axqkhd8BeQb B6ocA_98PHN BW9NnDbeC CfQ6DkdVe DwAqt131Zhy F2p8ny34UFE FRIpXMfup H0MEa21LX Hba8jTaC2A6 Hcpp575S7D_ JAn1RuTPyDP JRWmTHX9zfQ MNyafCcb8u2 MYPB1t7xwNe MazEPfvcfKy N1pzW5EKr21 N9n19PsNzsY OgRo317_vf2 PatHFpE8m_W Pu_ud78J7RC Q1DugB7coS0 Q1UCwjGs4 Q1_lKgOcAq7 Q1bxtC7c057 Q1dbL_mqRq7 Q1mlFR7c057 QJ4lKRX9R9Q QJFndsGoE QJfxYRmqA9m QZuBQzWy0k7 QkKewC7qCcQ QkRFlO9057 QkvCPiGjV Qkx4JtKa6U Qy8aujziE QyEQdjfo4 QydlwAQ909Q Qyo_vRQ9Ccm QyzeHWOcAq7 RVT84yMe93 RkXI54_XG SHJUYBCBRPw SOabw9Z7Ano SPHSOcYoSVV SQ5GH9d31rZ SpftqMbQe Svy4C5AgTbh UabYlH_sa VXQZwhpbnCn WCWA8H_Aq2d X1cmcifs4 XGkGU3Aq3Jq XJ8xVZdc05m XTz23WYbEB Xk0pFjfj4 XkKCwifi4 XkM1X_5AqX XkNbKozo4 XkShtsfsE Xkred075R9X XkyxFlOcAq7 XvmuW3hUUBj Xy1z8_Q509X XyUl_0mqA9X XypdlS75irC XyqbL_XqC5X XyuxOCXc0q7 YP4DTctDoD _0D4jdwYc3p _TVHyO2fQF0 _ZQOxmW96dE aDfQ6T7Aw23 c5FJ5VabCXE cYSfUxmquv7 d1ZT4ebJgdC dW71n5Pg25 dwkg5_vFoF fpT3P7RY428 fuYrMK0oP hExAuwHpOdK jN3SNoyHH jXfA1kSck9t jpHgfMDPdQS k0YaNP5VS m1Dx_Am90qm m1a1cozsN m1eh5szjV m1jTKjMoN m6THqmP3OVS m8I5ZF_vX4 mJ3e6lOqA9m mJleHb_9C5m mkH1KFT68 mkO9_9pa8 mkW36YF6p8 mkclal_cR9Q mkjlpgO5C9m mklvm5iMs4 mkwlvAmq0cm my1eSbdqC57 my4xu0m505m myAHZd50q7 myZ19CO66U mydm9sGjE myzlKld9A97 n5QkSxw0mUZ nLtFZ4P7_S osvJmrhjFCD oxrcIYsii oycxdgyGSQQ pCGqyDf82Np pdAmJQVB2HM qKB0WwkmdUf qZ3QTZ2AAEY tSgYuWhQ tqOj6COADVf uaJbFe7AXEE v2qRXOAwMdZ vDSt4jw2MUp wAVpnv5gX1W wf34EvAmMaz xBFfdq1RCug xJgINHdQr ySk2y1ffAS4	148	2026-03-09T22:33:40.491311	run_20260305_165403	
Value of the age	remove		7t2grb0nqwB DwAqt131Zhy _ZQOxmW96dE aDfQ6T7Aw23 qZ3QTZ2AAEY	5	2026-03-09T22:33:40.561021	run_20260305_165403	
Value of the points scored for story recall stories	remove		718xwCm9Ccm 7y9gvCX9Cc7 QkKewC7qCcQ QydlwAQ909Q mkwlvAmq0cm	5	2026-03-09T22:33:40.561030	run_20260305_165403	
Value of the points scored for story recall-delayed stories	remove		7ygeFAXc09m Q1bxtC7c057 Q1mlFR7c057 QJ4lKRX9R9Q QJfxYRmqA9m	5	2026-03-09T22:33:40.561035	run_20260305_165403	
Value of the points scored in writing samples items	remove		Xkred075R9X XyUl_0mqA9X XyuxOCXc0q7 m1Dx_Am90qm my4xu0m505m	5	2026-03-09T22:33:40.561025	run_20260305_165403	
Value related to	keep		7ytxVpUqAcQ QJnWzh79A5Q QkPm3m9Rcm Qkx60bOpTU XyPbQh75Ccm XyoxX2Q5C5m myehRZOpaL	7	2026-03-09T22:33:40.549332	run_20260305_165403	
Value representing the	remove		0dx6cK0RgQS 1Ut7ZVNY8VA 5BW1nEOBSZM 5nDfgZjcuSZ 71e2myFpTL 7klZd0OapI AEZ4OVZVUft QJWTwRd6pL QkhXJYppU S3k9shUxAMQ UAByQ2Tt2Eg VfSx6tyqJyF XJWsmJFpTL XnRJAFEcm0r YKpax73MqPH apzsFu43fpO dA7bGyZMkym eSBupCz_DFr frspYsR8v1U mJxW_biaTU rdAaTOyNwTs tVZbbYNuBFS u8S5cRAZpXQ	23	2026-03-09T22:33:40.519320	run_20260305_165403	
Value, in square millimeters per second, of the	remove		5BqydG83Psy AgVsteNoUBh T_bRk1uERqv eBovxjBGA1y hsySRObmxYK rxJgrJPnmsn	6	2026-03-09T22:33:40.555481	run_20260305_165403	
Vascular partial pressure carbon dioxide	remove		7JjMwDJie9W 8Gc1GmBBRrt 9NMw7YSZQ8K E6Ose8RpvU9 ZGMupGPQMXX cABZySY65tp d884XsNA9GY gfPf01g72zm utJ97nvG1B3 z4Sgf3G6guJ	10	2026-03-09T22:33:40.538460	run_20260305_165403	
Vehicular protective device	remove		QqHySt_1QTY XJZeMEljl5W mJxxf4eie5Z mJzlGNeseqZ ntWam4XNsG9	5	2026-03-09T22:33:40.561040	run_20260305_165403	
Video motion tracking	remove		716ecizi4 8uNTFVAQG Q1ZXdsGiN X1JbqozjE X1xQ_jGsE XJlb5ofjN xQPBBuqpX	7	2026-03-09T22:33:40.549337	run_20260305_165403	
Vital Signs	remove		IX1Nkv95bC J3qB_spuJO R62LLauN_A XIwUTQWpc_ cV5b_jaoel p8ljDQ3By9	6	2026-03-09T22:33:40.555540	run_20260305_165403	
Volume of	remove		7HMH5ShWeHV XJgoYdKT6I XkiFOFaaL Xn1UVHNSZgA b99qxzM6aYd d8JcS8zjcK8 gEVWyE6tcST jN1R5JcKRTp vzk72FanqVA	9	2026-03-09T22:33:40.541995	run_20260305_165403	
W cyclo Eye-L	remove		Q1RWM9jX_kf QyZbG5jQbkM X16gz5smZ1f X1KlG5jQZyf Xy8Zz5iXbkz mk5_fciXWJz	6	2026-03-09T22:33:40.555839	run_20260305_165403	
W cyclo Eye-R	remove		7kebGcoQ_kM Q1BWfciQZkG QyTbMqiX_1M Qy_xM5jQWJG XyhefcjXbyM myYWzqom_1f	6	2026-03-09T22:33:40.555850	run_20260305_165403	
WBC Auto (Bld)	remove		1odXJxJAvD 4hoaE5tgh 6QYa0BYhes 9H1gCYxlX DtcTkosQF HjMahVnEk pRyiGm9zG	7	2026-03-09T22:33:40.549382	run_20260305_165403	
WO cyclo Eye-L	remove		7knbz5iQZ1M 7yilf5iQ_kz Qk7_MqiQWyz QkgX9oX_kG X1_WMco7Wkf mJ1Zz5oX_JM	6	2026-03-09T22:33:40.556006	run_20260305_165403	
WO cyclo Eye-R	remove		71MbGciQZ1M 7kclz9omWkf 7ym5o7b1M 7ys_McsQbJz Q1vbfcimbJf m1CgzqsmW1G	6	2026-03-09T22:33:40.556011	run_20260305_165403	
Waist Circumference	remove		QkXW0O9onoe XJEW0_9s2ie mkSb0_5jnjx uKNa0xHU32A	4	2026-03-09T22:33:40.565973	run_20260305_165403	
